volume_id,book_id,chapter_id,verse_id,volume_title,book_title,volume_long_title,book_long_title,volume_subtitle,book_subtitle,volume_short_title,book_short_title,volume_lds_url,book_lds_url,chapter_number,verse_number,scripture_text,verse_title,verse_short_title
3,68,1218,31903,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,7,9,"For the Lord God will help me. And all they who shall condemn me, behold, all they shall wax old as a garment, and the moth shall eat them up.",2 Nephi 7:9,2 Ne. 7:9
3,68,1218,31905,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,7,11,"Behold all ye that kindle fire, that compass yourselves about with sparks, walk in the light of your fire and in the sparks which ye have kindled. This shall ye have of mine hand--ye shall lie down in sorrow.",2 Nephi 7:11,2 Ne. 7:11
3,68,1219,31906,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,8,1,"Hearken unto me, ye that follow after righteousness. Look unto the rock from whence ye are hewn, and to the hole of the pit from whence ye are digged.",2 Nephi 8:1,2 Ne. 8:1
3,68,1219,31907,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,8,2,"Look unto Abraham, your father, and unto Sarah, she that bare you; for I called him alone, and blessed him.",2 Nephi 8:2,2 Ne. 8:2
3,68,1219,31909,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,8,4,"Hearken unto me, my people; and give ear unto me, O my nation; for a law shall proceed from me, and I will make my judgment to rest for a light for the people.",2 Nephi 8:4,2 Ne. 8:4
3,68,1219,31911,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,8,6,"Lift up your eyes to the heavens, and look upon the earth beneath; for the heavens shall vanish away like smoke, and the earth shall wax old like a garment; and they that dwell therein shall die in like manner. But my salvation shall be forever, and my righteousness shall not be abolished.",2 Nephi 8:6,2 Ne. 8:6
3,68,1219,31912,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,8,7,"Hearken unto me, ye that know righteousness, the people in whose heart I have written my law, fear ye not the reproach of men, neither be ye afraid of their revilings.",2 Nephi 8:7,2 Ne. 8:7
3,68,1219,31913,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,8,8,"For the moth shall eat them up like a garment, and the worm shall eat them like wool. But my righteousness shall be forever, and my salvation from generation to generation.",2 Nephi 8:8,2 Ne. 8:8
3,68,1219,31916,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,8,11,"Therefore, the redeemed of the Lord shall return, and come with singing unto Zion; and everlasting joy and holiness shall be upon their heads; and they shall obtain gladness and joy; sorrow and mourning shall flee away.",2 Nephi 8:11,2 Ne. 8:11
3,68,1219,31918,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,8,13,"And forgettest the Lord thy maker, that hath stretched forth the heavens, and laid the foundations of the earth, and hast feared continually every day, because of the fury of the oppressor, as if he were ready to destroy? And where is the fury of the oppressor?",2 Nephi 8:13,2 Ne. 8:13
3,68,1219,31922,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,8,17,"Awake, awake, stand up, O Jerusalem, which hast drunk at the hand of the Lord the cup of his fury--thou hast drunken the dregs of the cup of trembling wrung out--",2 Nephi 8:17,2 Ne. 8:17
3,68,1219,31923,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,8,18,"And none to guide her among all the sons she hath brought forth; neither that taketh her by the hand, of all the sons she hath brought up.",2 Nephi 8:18,2 Ne. 8:18
3,68,1219,31924,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,8,19,"These two sons are come unto thee, who shall be sorry for thee--thy desolation and destruction, and the famine and the sword--and by whom shall I comfort thee?",2 Nephi 8:19,2 Ne. 8:19
3,68,1219,31925,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,8,20,"Thy sons have fainted, save these two; they lie at the head of all the streets; as a wild bull in a net, they are full of the fury of the Lord, the rebuke of thy God.",2 Nephi 8:20,2 Ne. 8:20
3,68,1219,31926,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,8,21,"Therefore hear now this, thou afflicted, and drunken, and not with wine:",2 Nephi 8:21,2 Ne. 8:21
3,68,1219,31927,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,8,22,"Thus saith thy Lord, the Lord and thy God pleadeth the cause of his people; behold, I have taken out of thine hand the cup of trembling, the dregs of the cup of my fury; thou shalt no more drink it again.",2 Nephi 8:22,2 Ne. 8:22
3,68,1219,31928,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,8,23,"But I will put it into the hand of them that afflict thee; who have said to thy soul: Bow down, that we may go over--and thou hast laid thy body as the ground and as the street to them that went over.",2 Nephi 8:23,2 Ne. 8:23
3,68,1219,31929,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,8,24,"Awake, awake, put on thy strength, O Zion; put on thy beautiful garments, O Jerusalem, the holy city; for henceforth there shall no more come into thee the uncircumcised and the unclean.",2 Nephi 8:24,2 Ne. 8:24
3,68,1219,31930,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,8,25,"Shake thyself from the dust; arise, sit down, O Jerusalem; loose thyself from the bands of thy neck, O captive daughter of Zion.",2 Nephi 8:25,2 Ne. 8:25
3,68,1220,31931,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,1,"And now, my beloved brethren, I have read these things that ye might know concerning the covenants of the Lord that he has covenanted with all the house of Israel--",2 Nephi 9:1,2 Ne. 9:1
3,68,1220,31933,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,3,"Behold, my beloved brethren, I speak unto you these things that ye may rejoice, and lift up your heads forever, because of the blessings which the Lord God shall bestow upon your children.",2 Nephi 9:3,2 Ne. 9:3
3,68,1220,31934,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,4,"For I know that ye have searched much, many of you, to know of things to come; wherefore I know that ye know that our flesh must waste away and die; nevertheless, in our bodies we shall see God.",2 Nephi 9:4,2 Ne. 9:4
3,68,1220,31935,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,5,"Yea, I know that ye know that in the body he shall show himself unto those at Jerusalem, from whence we came; for it is expedient that it should be among them; for it behooveth the great Creator that he suffereth himself to become subject unto man in the flesh, and die for all men, that all men might become subject unto him.",2 Nephi 9:5,2 Ne. 9:5
3,68,1220,31936,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,6,"For as death hath passed upon all men, to fulfil the merciful plan of the great Creator, there must needs be a power of resurrection, and the resurrection must needs come unto man by reason of the fall; and the fall came by reason of transgression; and because man became fallen they were cut off from the presence of the Lord.",2 Nephi 9:6,2 Ne. 9:6
3,68,1220,31937,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,7,"Wherefore, it must needs be an infinite atonement--save it should be an infinite atonement this corruption could not put on incorruption. Wherefore, the first judgment which came upon man must needs have remained to an endless duration. And if so, this flesh must have laid down to rot and to crumble to its mother earth, to rise no more.",2 Nephi 9:7,2 Ne. 9:7
3,68,1220,31938,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,8,"O the wisdom of God, his mercy and grace! For behold, if the flesh should rise no more our spirits must become subject to that angel who fell from before the presence of the Eternal God, and became the devil, to rise no more.",2 Nephi 9:8,2 Ne. 9:8
3,68,1220,31939,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,9,"And our spirits must have become like unto him, and we become devils, angels to a devil, to be shut out from the presence of our God, and to remain with the father of lies, in misery, like unto himself; yea, to that being who beguiled our first parents, who transformeth himself nigh unto an angel of light, and stirreth up the children of men unto secret combinations of murder and all manner of secret works of darkness.",2 Nephi 9:9,2 Ne. 9:9
3,68,1220,31941,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,11,"And because of the way of deliverance of our God, the Holy One of Israel, this death, of which I have spoken, which is the temporal, shall deliver up its dead; which death is the grave.",2 Nephi 9:11,2 Ne. 9:11
3,68,1220,31943,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,13,"O how great the plan of our God! For on the other hand, the paradise of God must deliver up the spirits of the righteous, and the grave deliver up the body of the righteous; and the spirit and the body is restored to itself again, and all men become incorruptible, and immortal, and they are living souls, having a perfect knowledge like unto us in the flesh, save it be that our knowledge shall be perfect.",2 Nephi 9:13,2 Ne. 9:13
3,68,1220,31944,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,14,"Wherefore, we shall have a perfect knowledge of all our guilt, and our uncleanness, and our nakedness; and the righteous shall have a perfect knowledge of their enjoyment, and their righteousness, being clothed with purity, yea, even with the robe of righteousness.",2 Nephi 9:14,2 Ne. 9:14
3,68,1220,31945,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,15,"And it shall come to pass that when all men shall have passed from this first death unto life, insomuch as they have become immortal, they must appear before the judgment-seat of the Holy One of Israel; and then cometh the judgment, and then must they be judged according to the holy judgment of God.",2 Nephi 9:15,2 Ne. 9:15
3,68,1220,31946,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,16,"And assuredly, as the Lord liveth, for the Lord God hath spoken it, and it is his eternal word, which cannot pass away, that they who are righteous shall be righteous still, and they who are filthy shall be filthy still; wherefore, they who are filthy are the devil and his angels; and they shall go away into everlasting fire, prepared for them; and their torment is as a lake of fire and brimstone, whose flame ascendeth up forever and ever and has no end.",2 Nephi 9:16,2 Ne. 9:16
3,68,1220,31947,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,17,"O the greatness and the justice of our God! For he executeth all his words, and they have gone forth out of his mouth, and his law must be fulfilled.",2 Nephi 9:17,2 Ne. 9:17
3,68,1220,31951,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,21,"And he cometh into the world that he may save all men if they will hearken unto his voice; for behold, he suffereth the pains of all men, yea, the pains of every living creature, both men, women, and children, who belong to the family of Adam.",2 Nephi 9:21,2 Ne. 9:21
3,68,1220,31952,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,22,"And he suffereth this that the resurrection might pass upon all men, that all might stand before him at the great and judgment day.",2 Nephi 9:22,2 Ne. 9:22
3,68,1220,31953,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,23,"And he commandeth all men that they must repent, and be baptized in his name, having perfect faith in the Holy One of Israel, or they cannot be saved in the kingdom of God.",2 Nephi 9:23,2 Ne. 9:23
3,68,1220,31954,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,24,"And if they will not repent and believe in his name, and be baptized in his name, and endure to the end, they must be damned; for the Lord God, the Holy One of Israel, has spoken it.",2 Nephi 9:24,2 Ne. 9:24
3,68,1220,31955,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,25,"Wherefore, he has given a law; and where there is no law given there is no punishment; and where there is no punishment there is no condemnation; and where there is no condemnation the mercies of the Holy One of Israel have claim upon them, because of the atonement; for they are delivered by the power of him.",2 Nephi 9:25,2 Ne. 9:25
3,68,1220,31957,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,27,"But wo unto him that has the law given, yea, that has all the commandments of God, like unto us, and that transgresseth them, and that wasteth the days of his probation, for awful is his state!",2 Nephi 9:27,2 Ne. 9:27
3,68,1220,31958,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,28,"O that cunning plan of the evil one! O the vainness, and the frailties, and the foolishness of men! When they are learned they think they are wise, and they hearken not unto the counsel of God, for they set it aside, supposing they know of themselves, wherefore, their wisdom is foolishness and it profiteth them not. And they shall perish.",2 Nephi 9:28,2 Ne. 9:28
3,68,1220,31960,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,30,"But wo unto the rich, who are rich as to the things of the world. For because they are rich they despise the poor, and they persecute the meek, and their hearts are upon their treasures; wherefore, their treasure is their god. And behold, their treasure shall perish with them also.",2 Nephi 9:30,2 Ne. 9:30
3,68,1220,31961,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,31,And wo unto the deaf that will not hear; for they shall perish.,2 Nephi 9:31,2 Ne. 9:31
3,68,1220,31962,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,32,Wo unto the blind that will not see; for they shall perish also.,2 Nephi 9:32,2 Ne. 9:32
3,68,1220,31963,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,33,"Wo unto the uncircumcised of heart, for a knowledge of their iniquities shall smite them at the last day.",2 Nephi 9:33,2 Ne. 9:33
3,68,1220,31964,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,34,"Wo unto the liar, for he shall be thrust down to hell.",2 Nephi 9:34,2 Ne. 9:34
3,68,1220,31965,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,35,"Wo unto the murderer who deliberately killeth, for he shall die.",2 Nephi 9:35,2 Ne. 9:35
3,68,1220,31966,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,36,"Wo unto them who commit whoredoms, for they shall be thrust down to hell.",2 Nephi 9:36,2 Ne. 9:36
3,68,1220,31967,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,37,"Yea, wo unto those that worship idols, for the devil of all devils delighteth in them.",2 Nephi 9:37,2 Ne. 9:37
3,68,1220,31968,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,38,"And, in fine, wo unto all those who die in their sins; for they shall return to God, and behold his face, and remain in their sins.",2 Nephi 9:38,2 Ne. 9:38
3,68,1220,31969,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,39,"O, my beloved brethren, remember the awfulness in transgressing against that Holy God, and also the awfulness of yielding to the enticings of that cunning one. Remember, to be carnally-minded is death, and to be spiritually-minded is life eternal.",2 Nephi 9:39,2 Ne. 9:39
3,68,1220,31970,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,40,"O, my beloved brethren, give ear to my words. Remember the greatness of the Holy One of Israel. Do not say that I have spoken hard things against you; for if ye do, ye will revile against the truth; for I have spoken the words of your Maker. I know that the words of truth are hard against all uncleanness; but the righteous fear them not, for they love the truth and are not shaken.",2 Nephi 9:40,2 Ne. 9:40
3,68,1220,31971,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,41,"O then, my beloved brethren, come unto the Lord, the Holy One. Remember that his paths are righteous. Behold, the way for man is narrow, but it lieth in a straight course before him, and the keeper of the gate is the Holy One of Israel; and he employeth no servant there; and there is none other way save it be by the gate; for he cannot be deceived, for the Lord God is his name.",2 Nephi 9:41,2 Ne. 9:41
3,68,1220,31972,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,42,"And whoso knocketh, to him will he open; and the wise, and the learned, and they that are rich, who are puffed up because of their learning, and their wisdom, and their riches--yea, they are they whom he despiseth; and save they shall cast these things away, and consider themselves fools before God, and come down in the depths of humility, he will not open unto them.",2 Nephi 9:42,2 Ne. 9:42
3,68,1220,31973,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,43,"But the things of the wise and the prudent shall be hid from them forever--yea, that happiness which is prepared for the saints.",2 Nephi 9:43,2 Ne. 9:43
3,68,1220,31974,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,44,"O, my beloved brethren, remember my words. Behold, I take off my garments, and I shake them before you; I pray the God of my salvation that he view me with his all-searching eye; wherefore, ye shall know at the last day, when all men shall be judged of their works, that the God of Israel did witness that I shook your iniquities from my soul, and that I stand with brightness before him, and am rid of your blood.",2 Nephi 9:44,2 Ne. 9:44
3,68,1220,31975,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,45,"O, my beloved brethren, turn away from your sins; shake off the chains of him that would bind you fast; come unto that God who is the rock of your salvation.",2 Nephi 9:45,2 Ne. 9:45
3,68,1220,31976,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,46,"Prepare your souls for that glorious day when justice shall be administered unto the righteous, even the day of judgment, that ye may not shrink with awful fear; that ye may not remember your awful guilt in perfectness, and be constrained to exclaim: Holy, holy are thy judgments, O Lord God Almighty--but I know my guilt; I transgressed thy law, and my transgressions are mine; and the devil hath obtained me, that I am a prey to his awful misery.",2 Nephi 9:46,2 Ne. 9:46
3,68,1220,31978,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,48,"Behold, if ye were holy I would speak unto you of holiness; but as ye are not holy, and ye look upon me as a teacher, it must needs be expedient that I teach you the consequences of sin.",2 Nephi 9:48,2 Ne. 9:48
3,68,1220,31979,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,49,"Behold, my soul abhorreth sin, and my heart delighteth in righteousness; and I will praise the holy name of my God.",2 Nephi 9:49,2 Ne. 9:49
3,68,1220,31980,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,50,"Come, my brethren, every one that thirsteth, come ye to the waters; and he that hath no money, come buy and eat; yea, come buy wine and milk without money and without price.",2 Nephi 9:50,2 Ne. 9:50
3,68,1220,31982,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,52,"Behold, my beloved brethren, remember the words of your God; pray unto him continually by day, and give thanks unto his holy name by night. Let your hearts rejoice.",2 Nephi 9:52,2 Ne. 9:52
3,68,1220,31983,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,53,"And behold how great the covenants of the Lord, and how great his condescensions unto the children of men; and because of his greatness, and his grace and mercy, he has promised unto us that our seed shall not utterly be destroyed, according to the flesh, but that he would preserve them; and in future generations they shall become a righteous branch unto the house of Israel.",2 Nephi 9:53,2 Ne. 9:53
3,68,1220,31984,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,9,54,"And now, my brethren, I would speak unto you more; but on the morrow I will declare unto you the remainder of my words. Amen.",2 Nephi 9:54,2 Ne. 9:54
3,68,1221,31985,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,10,1,"And now I, Jacob, speak unto you again, my beloved brethren, concerning this righteous branch of which I have spoken.",2 Nephi 10:1,2 Ne. 10:1
3,68,1221,31986,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,10,2,"For behold, the promises which we have obtained are promises unto us according to the flesh; wherefore, as it has been shown unto me that many of our children shall perish in the flesh because of unbelief, nevertheless, God will be merciful unto many; and our children shall be restored, that they may come to that which will give them the true knowledge of their Redeemer.",2 Nephi 10:2,2 Ne. 10:2
3,68,1221,31988,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,10,4,"For should the mighty miracles be wrought among other nations they would repent, and know that he be their God.",2 Nephi 10:4,2 Ne. 10:4
3,68,1221,31990,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,10,6,"Wherefore, because of their iniquities, destructions, famines, pestilences, and bloodshed shall come upon them; and they who shall not be destroyed shall be scattered among all nations.",2 Nephi 10:6,2 Ne. 10:6
3,68,1221,31991,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,10,7,"But behold, thus saith the Lord God: When the day cometh that they shall believe in me, that I am Christ, then have I covenanted with their fathers that they shall be restored in the flesh, upon the earth, unto the lands of their inheritance.",2 Nephi 10:7,2 Ne. 10:7
3,68,1221,31992,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,10,8,"And it shall come to pass that they shall be gathered in from their long dispersion, from the isles of the sea, and from the four parts of the earth; and the nations of the Gentiles shall be great in the eyes of me, saith God, in carrying them forth to the lands of their inheritance.",2 Nephi 10:8,2 Ne. 10:8
3,68,1221,31993,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,10,9,"Yea, the kings of the Gentiles shall be nursing fathers unto them, and their queens shall become nursing mothers; wherefore, the promises of the Lord are great unto the Gentiles, for he hath spoken it, and who can dispute?",2 Nephi 10:9,2 Ne. 10:9
3,68,1221,31994,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,10,10,"But behold, this land, said God, shall be a land of thine inheritance, and the Gentiles shall be blessed upon the land.",2 Nephi 10:10,2 Ne. 10:10
3,68,1221,31995,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,10,11,"And this land shall be a land of liberty unto the Gentiles, and there shall be no kings upon the land, who shall raise up unto the Gentiles.",2 Nephi 10:11,2 Ne. 10:11
3,68,1221,31997,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,10,13,"And he that fighteth against Zion shall perish, saith God.",2 Nephi 10:13,2 Ne. 10:13
3,68,1221,31998,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,10,14,"For he that raiseth up a king against me shall perish, for I, the Lord, the king of heaven, will be their king, and I will be a light unto them forever, that hear my words.",2 Nephi 10:14,2 Ne. 10:14
3,68,1221,31999,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,10,15,"Wherefore, for this cause, that my covenants may be fulfilled which I have made unto the children of men, that I will do unto them while they are in the flesh, I must needs destroy the secret works of darkness, and of murders, and of abominations.",2 Nephi 10:15,2 Ne. 10:15
3,68,1221,32001,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,10,17,"For I will fulfil my promises which I have made unto the children of men, that I will do unto them while they are in the flesh--",2 Nephi 10:17,2 Ne. 10:17
3,68,1221,32003,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,10,19,"Wherefore, I will consecrate this land unto thy seed, and them who shall be numbered among thy seed, forever, for the land of their inheritance; for it is a choice land, saith God unto me, above all other lands, wherefore I will have all men that dwell thereon that they shall worship me, saith God.",2 Nephi 10:19,2 Ne. 10:19
3,68,1221,32006,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,10,22,"For behold, the Lord God has led away from time to time from the house of Israel, according to his will and pleasure. And now behold, the Lord remembereth all them who have been broken off, wherefore he remembereth us also.",2 Nephi 10:22,2 Ne. 10:22
3,68,1221,32007,Book of Mormon,2 Nephi,The Book of Mormon,The Second Book of Nephi,Another Testament of Jesus Christ,,BoM,2 Ne.,bofm,2-ne,10,23,"Therefore, cheer up your hearts, and remember that ye are free to act for yourselves--to choose the way of everlasting death or the way of eternal life.",2 Nephi 10:23,2 Ne. 10:23
